Artist_Group,Artist,Title,QR_Code,Released,Record_Case
"Andrew Gold","Andrew Gold","Thank You For Being A Friend",https://www.discogs.com/release/8496546,1978,"7"" - Archive 01"
"Andy Fairweather-Low","Andy Fairweather-Low","Reggae Tune",https://www.discogs.com/release/4797261,1974,"7"" - Archive 01"
"Andy Fairweather-Low","Andy Fairweather-Low",Shimmie-Do-Wah-Sae,https://www.discogs.com/release/2124503,1977,"7"" - Archive 01"
"Andy Fairweather-Low","Andy Fairweather-Low","Wide Eyed And Legless",https://www.discogs.com/release/7045695,1975,"7"" - Archive 01"
"Andy Gibb","Andy Gibb","(Love Is) Thicker Than Water",https://www.discogs.com/release/2102761,1977,"7"" - Archive 01"
"Andy Gibb","Andy Gibb","(Our Love) Don't Throw It All Away ",https://www.discogs.com/release/11647888,1979,"7"" - Archive 01"
"Andy Gibb","Andy Gibb","I Just Wanna Be Your Everything",https://www.discogs.com/release/1402413,1977,"7"" - Archive 01"
"Andy Kim","Andy Kim","Rock Me Gently",https://www.discogs.com/release/1268216,1974,Uncategorized
"Andy Stewart","Andy Stewart","A Scottish Soldier (Green Hills Of Tyrol) / The Muckin' O' Geordie's Byre",https://www.discogs.com/release/20141065,1960,"7"" - Archive 01"
"Andy Stewart","Andy Stewart","Donald Where's Your Troosers?",https://www.discogs.com/release/12139928,"","7"" - Novelty"
"Andy Stewart","Andy Stewart","Song Of Freedom",https://www.discogs.com/release/14787736,1975,"7"" - Archive 01"
"Andy Williams","Andy Williams","(Where Do I Begin) Love Story",https://www.discogs.com/release/692061,1971,"7"" - Archive 01"
"Andy Williams","Andy Williams","Can't Get Used To Losing You",https://www.discogs.com/release/11657443,"","7"" - Archive 01"
"Andy Williams","Andy Williams","Can't Take My Eyes Off You",https://www.discogs.com/release/4759698,1968,"7"" - Archive 01"
"Andy Williams","Andy Williams","It's So Easy",https://www.discogs.com/release/1681104,1970,"7"" - Archive 01"
"Andy Williams","Andy Williams",Solitaire,https://www.discogs.com/release/6421697,1973,"7"" - Archive 01"
"Andy Williams","Andy Williams","Sweet Memories",https://www.discogs.com/release/2436260,1968,"7"" - Archive 01"
"Andy Williams","Andy Williams","The Look Of Love",https://www.discogs.com/release/6381646,1968,"7"" - Archive 01"
"Andy Williams","Andy Williams","The Peking Theme (So Little Time) / Hopeless",https://www.discogs.com/release/2297378,1963,"7"" - Archive 01"
"Andy Williams","Andy Williams","You Lay So Easy On My Mind",https://www.discogs.com/release/11120442,1974,"7"" - Archive 01"
Aneka,Aneka,"Japanese Boy",https://www.discogs.com/release/7933373,1981,"7"" - Playlist - 01"
Aneka,Aneka,"Ooh Shooby Doo Doo Lang",https://www.discogs.com/release/2379653,1982,"7"" - Archive 01"
Angelettes,Angelettes,"Don't Let Him Touch You",https://www.discogs.com/release/14062093,1972,"7"" - Archive 01"
"Angelic Upstarts","Angelic Upstarts","I'm An Upstart",https://www.discogs.com/release/3817520,1979,"7"" - Playlist - 01"
"Angelic Upstarts","Angelic Upstarts","Out Of Control",https://www.discogs.com/release/736826,1980,"7"" - Playlist - 01"
"Angry Anderson","Angry Anderson","Suddenly (The Wedding Theme From Neighbours)",https://www.discogs.com/release/5132450,1988,"7"" - Archive 01"
"Animal Nightlife","Animal Nightlife","Always Your Humble Slave",https://www.discogs.com/release/4084309,1988,"7"" - Archive 01"
Animals,Animals,"Don't Let Me Be Misunderstood",https://www.discogs.com/release/10173268,1965,"7"" - Retro - 01"
Animals,Animals,"The House Of The Rising Sun",https://www.discogs.com/release/467862,1964,"7"" - Retro - 01"
Animals,Animals,"We've Gotta Get Out Of This Place",https://www.discogs.com/release/855788,1965,"7"" - Retro - 01"
Animotion,Animotion,Obsession,https://www.discogs.com/release/4222498,1985,"7"" - Playlist - 01"
"Anita Baker","Anita Baker","Caught Up In The Rapture",https://www.discogs.com/release/2234889,1987,"7"" - Archive 01"
"Anita Baker","Anita Baker","Sweet Love",https://www.discogs.com/release/793033,1986,"7"" - Archive 01"
"Anita Dobson And The Simon May Orchestra","Anita Dobson And The Simon May Orchestra","Anyone Can Fall In Love",https://www.discogs.com/release/5564282,1986,"7"" - Novelty"
"Anita Harris","Anita Harris","Anniversary Waltz / Just Loving You",https://www.discogs.com/release/8263234,"","7"" - Archive 01"
"Anita Harris","Anita Harris","Just Loving You",https://www.discogs.com/release/13027132,1967,"7"" - Archive 01"
"Anita Harris And The Young Set","Anita Harris And The Young Set","Touch The Heart Of A Child With Sunshine",https://www.discogs.com/release/2811285,1984,"7"" - Archive 01"
"Anita Meyer","Anita Meyer","Why Tell Me, Why",https://www.discogs.com/release/17726410,1981,"7"" - Archive 01"
"Anita Ward","Anita Ward","Ring My Bell",https://www.discogs.com/release/7121163,1979,"7"" - Playlist - 01"
"Annabel Lamb","Annabel Lamb","Riders On The Storm",https://www.discogs.com/release/6932519,1983,"7"" - Playlist - 01"
"Anne Barrett","Anne Barrett",Stay,https://www.discogs.com/release/2275993,1984,"7"" - Archive 01"
"Anne Murray","Anne Murray",Snowbird,https://www.discogs.com/release/1496933,1970,"7"" - Retro - 01"
"Anne Murray","Anne Murray","You Needed Me",https://www.discogs.com/release/2628683,1978,"7"" - Archive 01"
"Anne Shelton With Wally Stott And His Orchestra And Chorus","Anne Shelton With Wally Stott And His Orchestra And Chorus",Sailor,https://www.discogs.com/release/1748152,1961,"7"" - Archive 01"
"Anne Shelton With Wally Stott And His Orchestra And Chorus","Anne Shelton With Wally Stott And His Orchestra And Chorus","The Village Of St. Bernadette",https://www.discogs.com/release/1729665,1959,"7"" - Archive 01"
"Anni Frind","Anni Frind","Casanova: Nun's Chorus And Spanish Romance",https://www.discogs.com/release/20293498,"","7"" - Archive 01"
"Anthony Newley","Anthony Newley","Personality / My Blue Angel",https://www.discogs.com/release/4794373,1959,"7"" - Archive 01"
"Anthony Newley","Anthony Newley","Pop Goes The Weasel",https://www.discogs.com/release/6500136,1961,"7"" - Archive 01"
"Anthony Newley","Anthony Newley","Strawberry Fair / A Boy Without A Girl",https://www.discogs.com/release/11084588,1960,"7"" - Archive 01"
"Anthony Newley","Anthony Newley",Why,https://www.discogs.com/release/12112442,1960,"7"" - Archive 01"
Anthrax,Anthrax,"I'm The Man",https://www.discogs.com/release/814198,1987,"7"" - Playlist - 01"
"Any Trouble","Any Trouble","Touch And Go",https://www.discogs.com/release/2582241,1983,"7"" - Archive 01"
"Any Trouble","Any Trouble","Yesterday's Love",https://www.discogs.com/release/9752300,1980,"7"" - Archive 01"
"Apache Indian","Apache Indian","Nuff Vibes EP",https://www.discogs.com/release/5078859,1993,"7"" - Archive 01"
Arcadia,Arcadia,"Election Day",https://www.discogs.com/release/1735080,1985,"7"" - Archive 01"
Arcadia,Arcadia,"The Promise",https://www.discogs.com/release/1533146,1986,"7"" - Archive 01"
"Arch Yancey","Arch Yancey","(Your Lovin' Couldn't) Take The Walkin' Out Of My Shoes",https://www.discogs.com/release/7595342,1977,"7"" - Archive 01"
Archies,Archies,"Sugar, Sugar",https://www.discogs.com/release/5946912,1969,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin","(You Make Me Feel Like) A Natural Woman",https://www.discogs.com/release/8872140,1967,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin",Angel,https://www.discogs.com/release/3406664,1973,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin","I Say A Little Prayer",https://www.discogs.com/release/712545,1968,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin","Respect / Dr. Feelgood",https://www.discogs.com/release/2922568,1967,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin","Spanish Harlem",https://www.discogs.com/release/1636958,1971,"7"" - Retro - 01"
"Aretha Franklin","Aretha Franklin","United Together / I Can't Turn You Loose",https://www.discogs.com/release/2133093,1981,"7"" - Archive 01"
"Aretha Franklin","Aretha Franklin","What A Fool Believes",https://www.discogs.com/release/2133068,1980,"7"" - Playlist - 01"
"Aretha Franklin","Aretha Franklin","Who's Zoomin' Who",https://www.discogs.com/release/10162316,1985,"7"" - Playlist - 01"
"Aretha Franklin","Aretha Franklin & George Michael","I Knew You Were Waiting (For Me)",https://www.discogs.com/release/1176649,1987,"7"" - Playlist - 01"
"Aretha Franklin & Whitney Houston","Aretha Franklin & Whitney Houston","It Isn't, It Wasn't, It Ain't Never Gonna Be",https://www.discogs.com/release/1569094,1989,"7"" - Archive 01"
Argent,Argent,"God Gave Rock And Roll To You",https://www.discogs.com/release/5962099,1973,"7"" - Retro - 01"
Argent,Argent,"Hold Your Head Up",https://www.discogs.com/release/477097,1972,"7"" - Retro - 01"
Argent,Argent,Tragedy,https://www.discogs.com/release/2076797,1972,"7"" - Archive 01"
"Armada Orchestra","Armada Orchestra","Band Of Gold",https://www.discogs.com/release/7459821,1975,"7"" - Archive 01"
"Armando Hurley","Armando Hurley","Music Change The World",https://www.discogs.com/release/3477389,1986,"7"" - Archive 01"
"Armoury Show","Armoury Show","We Can Be Brave Again",https://www.discogs.com/release/139180,1984,"7"" - Archive 01"
"Arnee And The Terminaters","Arnee And The Terminaters","I'll Be Back",https://www.discogs.com/release/473704,1991,"7"" - Novelty"
Arriba,Arriba,"The Peanut Vendor",https://www.discogs.com/release/3129755,1982,"7"" - Archive 01"
Arrival,Arrival,"Friends / Don't Turn His Love Away",https://www.discogs.com/release/6260592,1969,"7"" - Archive 01"
Arrival,Arrival,"I Will Survive",https://www.discogs.com/release/1749115,1970,"7"" - Archive 01"
Arrow,Arrow,"Hot Hot Hot",https://www.discogs.com/release/5704633,1984,"7"" - Archive 01"
Arrow,Arrow,"Long Time",https://www.discogs.com/release/2861032,1984,"7"" - Archive 01"
Arrows,Arrows,"My Last Night With You",https://www.discogs.com/release/1592839,1975,"7"" - Archive 01"
Arrows,Arrows,"Touch Too Much",https://www.discogs.com/release/1878651,1974,"7"" - Archive 01"
"Art Garfunkel","Art Garfunkel","Bright Eyes",https://www.discogs.com/release/11490061,1978,"7"" - Archive 01"
"Art Garfunkel","Art Garfunkel","I Only Have Eyes For You",https://www.discogs.com/release/2134450,1975,"7"" - Archive 01"
"Art Garfunkel","Art Garfunkel","I Shall Sing",https://www.discogs.com/release/6862895,1973,"7"" - Archive 01"
"Art Garfunkel","Art Garfunkel","Since I Don't Have You",https://www.discogs.com/release/5835276,1979,"7"" - Archive 01"
"Art Of Noise","Art Of Noise","Close (To The Edit)",https://www.discogs.com/release/94167,1984,"7"" - Playlist - 01"
"Art Of Noise","Art Of Noise Featuring Duane Eddy","Peter Gunn",https://www.discogs.com/release/453261,1986,"7"" - Playlist - 01"
"Art Of Noise","Art Of Noise Featuring Tom Jones",Kiss,https://www.discogs.com/release/5666351,1988,"7"" - Playlist - 01"
"Art Of Noise","Art Of Noise With Max Headroom",Paranoimia,https://www.discogs.com/release/11005125,1986,"7"" - Playlist - 01"
"Ashford & Simpson","Ashford & Simpson",Solid,https://www.discogs.com/release/3733846,1984,"7"" - Playlist - 01"
"Ashton, Gardner & Dyke","Ashton, Gardner & Dyke","The Resurrection Shuffle",https://www.discogs.com/release/541902,1970,"7"" - Retro - 01"
Asia,Asia,"Heat Of The Moment",https://www.discogs.com/release/5639716,1982,"7"" - Playlist - 01"
Associates,Associates,"Party Fears Two",https://www.discogs.com/release/53225,1982,"7"" - Playlist - 01"
Aswad,Aswad,"Don't Turn Around",https://www.discogs.com/release/2040680,1988,"7"" - Playlist - 01"
Aswad,Aswad,"Set Them Free",https://www.discogs.com/release/8151396,1988,"7"" - Archive 01"
"Atlantic Starr","Atlantic Starr",Always,https://www.discogs.com/release/1572137,1987,"7"" - Archive 01"
"Atlantic Starr","Atlantic Starr","Secret Lovers",https://www.discogs.com/release/1052657,1985,"7"" - Archive 01"
"Atomic Rooster","Atomic Rooster","Devil's Answer",https://www.discogs.com/release/16863771,1971,"7"" - Retro - 01"
"Atomic Rooster","Atomic Rooster","Tomorrow Night",https://www.discogs.com/release/475958,1970,"7"" - Retro - 01"
"Au Pairs","Au Pairs","Inconvenience ",https://www.discogs.com/release/701597,1981,"7"" - Archive 01"
"Audrey Hall","Audrey Hall","One Dance Won't Do",https://www.discogs.com/release/2626101,1985,"7"" - Archive 01"
Aurra,Aurra,"Like I Like It (Remixed Version)",https://www.discogs.com/release/394084,1986,"7"" - Archive 01"
Aurra,Aurra,"You And Me Tonight",https://www.discogs.com/release/938730,1986,"7"" - Archive 01"
"Austin Roberts","Austin Roberts",Rocky,https://www.discogs.com/release/1292407,1975,"7"" - Archive 01"
"Automatic Man","Automatic Man","My Pearl",https://www.discogs.com/release/9214030,1976,"7"" - Archive 01"
Autumn,Autumn,"My Little Girl",https://www.discogs.com/release/2946590,1971,"7"" - Archive 01"
"Average White Band","Average White Band","Let's Go Round Again",https://www.discogs.com/release/12529957,1980,"7"" - Playlist - 01"
"Average White Band","Average White Band","Pick Up The Pieces",https://www.discogs.com/release/298607,1974,"7"" - Playlist - 01"
"Average White Band","Average White Band","Queen Of My Soul",https://www.discogs.com/release/15333175,1976,"7"" - Archive 01"
Aviary,Aviary,Soaring,https://www.discogs.com/release/7508116,1979,"7"" - Archive 01"
Avons,Avons,"A Wonderful Dream",https://www.discogs.com/release/10068703,1962,"7"" - Archive 01"
Avons,Avons,"Hey Paula",https://www.discogs.com/release/2707445,1963,"7"" - Archive 01"
Avons,Avons,"Seven Little Girls Sitting In The Back Seat",https://www.discogs.com/release/13140364,1959,"7"" - Retro - 01"
"Aztec Camera","Aztec Camera","How Men Are",https://www.discogs.com/release/2157177,1988,"7"" - Playlist - 01"
"Aztec Camera","Aztec Camera",Oblivious,https://www.discogs.com/release/219209,1983,"7"" - Playlist - 01"
"Aztec Camera","Aztec Camera","Somewhere In My Heart",https://www.discogs.com/release/253282,1988,"7"" - Playlist - 01"
Azymuth,Azymuth,"Jazz Carnival",https://www.discogs.com/release/148003,1979,"7"" - Archive 01"
"B-52's","B-52's","(Meet) The Flintstones",https://www.discogs.com/release/2051336,1994,"7"" - Playlist - 01"
"B-52's","B-52's","Good Stuff",https://www.discogs.com/release/1969791,1992,"7"" - Playlist - 01"
"B-52's","B-52's","Love Shack",https://www.discogs.com/release/10680533,1990,"7"" - Playlist - 01"
"B-52's","B-52's",Roam,https://www.discogs.com/release/176244,1990,"7"" - Archive 01"
"B-52's","B-52's","Rock Lobster",https://www.discogs.com/release/2624194,1979,"7"" - Playlist - 01"
"B-52's","B-52's","Tell It Like It T-I-Is !",https://www.discogs.com/release/1372013,1992,"7"" - Playlist - 01"
"B. A. Robertson","B. A. Robertson","Bang Bang",https://www.discogs.com/release/10599768,1979,"7"" - Playlist - 01"
"B. A. Robertson","B. A. Robertson","Flight 19",https://www.discogs.com/release/1440820,1980,"7"" - Archive 01"
"B. A. Robertson","B. A. Robertson","Knocked It Off",https://www.discogs.com/release/8365279,1979,"7"" - Archive 01"
"B. A. Robertson","B. A. Robertson","To Be Or Not To Be",https://www.discogs.com/release/11353852,1980,"7"" - Playlist - 01"
"B. A. Robertson & Maggie Bell","B. A. Robertson & Maggie Bell","Hold Me",https://www.discogs.com/release/16537962,1981,"7"" - Archive 01"
"B.T. Express","B.T. Express",Express,https://www.discogs.com/release/1000117,1975,"7"" - Archive 01"
"B.T. Express","B.T. Express","Give Up The Funk (Let's Dance) / Better Late Than Never",https://www.discogs.com/release/1037207,1980,"7"" - Archive 01"
B.V.S.M.P.,B.V.S.M.P.,"I Need You",https://www.discogs.com/release/213878,1988,"7"" - Playlist - 01"
"Baby Washington & Don Gardner","Baby Washington & Don Gardner",Forever,https://www.discogs.com/release/558456,1973,"7"" - Archive 01"
Baccara,Baccara,"Sorry, I'm A Lady",https://www.discogs.com/release/1015763,1977,"7"" - Playlist - 01"
Baccara,Baccara,"Yes Sir, I Can Boogie",https://www.discogs.com/release/6015653,1977,"7"" - Playlist - 01"
Bachelors,Bachelors,Charmaine,https://www.discogs.com/release/14334631,1963,"7"" - Archive 01"
Bachelors,Bachelors,Diane,https://www.discogs.com/release/12487637,1964,"7"" - Archive 01"
Bachelors,Bachelors,"I Believe",https://www.discogs.com/release/10889049,1964,"7"" - Archive 01"
Bachelors,Bachelors,"I Wouldn't Trade You For The World",https://www.discogs.com/release/10413193,1964,"7"" - Archive 01"
Bachelors,Bachelors,"In the Chapel In The Moonlight",https://www.discogs.com/release/12579591,1965,"7"" - Archive 01"
Bachelors,Bachelors,"No Arms Can Ever Hold You",https://www.discogs.com/release/9402188,1964,"7"" - Archive 01"
Bachelors,Bachelors,"Suffer Little Children",https://www.discogs.com/release/2432610,1973,"7"" - Archive 01"
Bachelors,Bachelors,"True Love For Evermore / Far Far Away",https://www.discogs.com/release/9113219,1965,"7"" - Archive 01"
"Bachman-Turner Overdrive","Bachman-Turner Overdrive","Hey You",https://www.discogs.com/release/3173030,1975,"7"" - Archive 01"
"Bachman-Turner Overdrive","Bachman-Turner Overdrive","Roll On Down The Highway",https://www.discogs.com/release/10302574,1975,"7"" - Archive 01"
"Bachman-Turner Overdrive","Bachman-Turner Overdrive","You Ain't Seen Nothing Yet / Roll On Down The Highway",https://www.discogs.com/release/8755565,1980,"7"" - Playlist - 01"
"Bad Company","Bad Company","Can't Get Enough",https://www.discogs.com/release/9469560,1974,"7"" - Retro - 01"
"Bad Company","Bad Company","Feel Like Makin' Love",https://www.discogs.com/release/1290990,1975,"7"" - Retro - 01"
"Bad Company","Bad Company","Run With The Pack ",https://www.discogs.com/release/3355124,1976,"7"" - Archive 01"
"Bad Manners","Bad Manners","Can Can",https://www.discogs.com/release/6570369,1981,"7"" - Playlist - 01"
"Bad Manners","Bad Manners","Got No Brains",https://www.discogs.com/release/7453497,1982,"7"" - Archive 01"
